correct word,transliterated correct word,misspelled word,transliterated misspelled word,transliterated candidate word from spellchecker,candidate word from spellchecker,found correct word or not
ধাননির্ভর,dhananirbhar,ধাননিরবর,dhannirvar,"dhannirvar,",,no
স্বস্তিতে,swastite,সস্তিতে,sasthite,"asthite,","অস্থিতে, ",no
বৃহস্পতিবার,brihaspatibar,বৃহসপতিবার,brihaspatibar,"brihaspatibar,","বৃহস্পতিবার, ",yes
সেপ্টেম্বর,september,সেপটেম্বর,september,"september,","সেপ্টেম্বর, ",yes
তারাকান্দা,tarakanda,তারাকানদা,tarakanda,"tarakanda,","তারাকান্দা, ",yes
মোকামিয়াকান্দা,mokamiakanda,মোকামিয়াকানদা,mokamiakanda,"mokamiakanda,","মোকামিয়াকান্দা, ",yes
বন্দুকযুদ্ধের,bandukauddher,বনদুকযুদ্ধের,vandukauddher,"bandukauddher,","বন্দুকযুদ্ধের, ",yes
তদন্ত,tadant,তদনত,tadanat,"tadant,","তদন্ত, ",yes
‌ব্রিটেনের,britanner,‌রিটেনের,ritener,"ritener,",,no
প্রতিষ্ঠাতা,pratishthata,পরতিষ্ঠাতা,paratishthata,"pratishthata,","প্রতিষ্ঠাতা, ",yes
জন্মবৃত্তান্ত,janmavrittanta,জনবৃত্তান্ত,janavruttanta,"janavruttanta,",,no
শর্বরী,sharwari,শররী,sharvari,"sharwari,","শর্বরী, ",yes
সম্বন্ধে,sambondhe,সবন্ধে,sabandhe,"samandhe,","সমন্ধে, ",no
বুদ্ধি,buddhi,বুদদি,buddi,"juddi,buddhi,buddy,budi,baddi,","জুঁই, বুদ্ধি, বাডি, বউদি, বদ্দি, ",yes
প্রান্তে,prante,পরান্তে,parante,"prante,parate,parane,paraite,","প্রান্তে, পরতে, পরানে, পরাইতে, ",yes
ছাত্রীর,chatri,ছাতরীর,chatri,"chatri,","ছাত্রী, ",no
শ্লীলতাহানি,shliltahani,শলীলতাহানি,shaliltahani,"shliltahani,","শ্লীলতাহানি, ",yes
পাল্লায়,palla,পাললায়,palla,"palla,","পাল্লায়, ",yes
ছাত্রীদের,chatrider,ছাটরীদের,chatrider,"chatrider,","ছাত্রীদের, ",yes
ব্যবসায়ী,vyavasayi,বাবসায়ী,babasayi,"babasayi,",,no
প্রসাদ,prasad,পরসাদ,parasad,"parasad,","পরসাদ, ",no
ঘণ্টার,ghantar,ঘনটার,ghantar,"ghantar,","ঘণ্টার, ",yes
সাক্ষাৎকারকে,saakshakark,সাক্কাৎকারকে,sakakark,"saakark,","সাকারকে, ",no
আল্লাহ,allah,আললাহ,allah,"allah,","আল্লাহ, ",yes
প্রতিপালকের,pratipalker,পরতিপালকের,paratipalker,"pratipalker,","প্রতিপালকের, ",yes
ব্যাখ্যায়,vyakhya,েবাখ্যায়,vakhya,"vabhya,aakhya,sakhya,vyakhya,","ভ্যাভ্যা, আখ্যা, সখ্য, ব্যাখ্যায়, ",yes
বর্ণিত,varnit,বরনিত,barnit,"varnit,","বর্ণিত, ",yes
সাল্লাল্লাহু,sallallahu,সাললাল্লাহু,sallallahu,"sallallahu,","সাল্লাল্লাহু, ",yes
ওয়াসাল্লাম,wasallam,ওয়াসাললাম,wasallam,"wasallam,","ওয়াসাল্লাম, ",yes
অক্ষয়,akshay,অক্কয়,akkaya,"akkaya,",,no
পোস্ট,post,পোসত,posat,"post,","পোস্ট, ",yes
স্ক্রল,skral,সক্রল,sakral,"saral,sakal,saural,skral,sakkal,","সরল, সকল, সারল, স্ক্রল, সক্কাল, ",yes
প্রেস,press,পরেস,pares,"pares,","পারেই, ",no
পাকিস্তানের,pakistaner,পাকিসটানের,pakistaner,"pakistaner,","পাকিস্তানের, ",yes
জঙ্গিদের,jangider,জংগিদের,jangider,"jangider,","জঙ্গিদের, ",yes
কমান্ডার,commander,কমানদার,kamandar,"kamanar,","কামনার, ",no
নির্দেশ,nirdesh,নিরডেশ,nirdesh,"nirdesh,","নির্দেশে, ",no
গোয়েন্দারা,goendara,গোয়েনদারা,goendara,"goendara,","গোয়েন্দারা, ",yes
কিছুক্ষণ,kisukshan,কিছুক্কণ,kisukkan,"kisukkan,",,no
উৎকণ্ঠা,ukantha,উৎকনঠা,ukantha,"ukantha,","উৎকণ্ঠা, ",yes
প্রমাণ,praman,পরমাণ,paraman,"paraman,","পরমং, ",no
ব্যক্তি,vyakti,বাক্তি,bakti,"bakti,","ব্যাক্তি, ",no
অনিচ্ছাবশত,anichhabashat,অনিছাবশত,anichabashat,"anichhabashat,","অনিচ্ছাবশত, ",yes
ইতিমধ্যে,itimadhye,ইতিমধাে,itimadha,"itimadha,",,no
চন্দ্রবাবু,chandrababu,চনদ্রবাবু,chandrababu,"chandrababu,","চন্দ্রবাবু, ",yes
অরবিন্দ,arabind,অরবিনদ,arobinad,"arobinad,",,no
কংগ্রেসের,congresser,কংগরেসের,kangrasser,"kangrasser,",,no
আনন্দের,anander,আননদের,anander,"anander,","আনন্দের, ",yes
সিস্টেমসের,systemser,সিসতেমসের,sisatemser,"sisatemser,",,no
প্রধান,pradhan,পরধান,paradhan,"paradhan,","পরধন, ",no
নির্বাহী,nirvahi,নিরাহী,nirahi,"nirvahi,nirani,","নির্বাহী, নিড়ানি, ",yes
চার্লস,charles,চারলস,charles,"charles,","চার্লস, ",yes
উডবার্ন,udwarn,উডবারন,udwaran,"udwarn,","উডবার্ন, ",yes
সশস্ত্র,sashastra,সশসত্র,sashasatra,"sashastra,","সশস্ত্র, ",yes
দীর্ঘমেয়াদি,diramayadi,দীরঘমেয়াদি,diramayadi,"diramayadi,","দীর্ঘমেয়াদি, ",yes
সম্পর্কোন্নয়নের,samparkonnayner,সপর্কোন্নয়নের,saparkonnayner,"samparkonnayner,","সম্পর্কোন্নয়নের, ",no
অধ্যায়ের,adhyayer,অধাায়ের,adhayer,"adhamer,adhyayer,","অধমের, অধ্যায়ের, ",yes
আনন্দিত,anandit,আননদিত,anandit,"anandit,","আনন্দিত, ",yes
সক্ষমতা,sakshamta,সক্কমতা,sakkamata,"sakkamata,",,no
অব্যাহত,avyahat,অেবাহত,avahat,"avagat,avanat,avahit,aahat,avyahat,","অবগত, অবনত, অবহিত, আহত, অব্যাহত, ",yes
গ্রাহকের,grahaker,গরাহকের,garahaker,"grahaker,","গ্রাহকের, ",yes
ভবিষ্যতেও,bhavishyate,ভবিষাতেও,bhavishate,"bhavishyate,","ভবিষ্যতে, ",no
চিন্তা,chinta,চিনতা,chinata,"chintata,chinta,hinata,chinate,chinat,chenata,","চিন্তাটা, চিন্তা, হীনতা, চিনতে, চিনত, চেনাটা, ",yes
দীর্ঘদিন,dirghdin,দীরঘদিন,dirandin,"dirandin,",,no
ছোটপর্দায়,chotaparda,ছোটপরডায়,chotaparada,"chotaparda,","ছোটপর্দায়, ",yes
চরিত্রে,charitre,চরিতরে,charitr,"charitra,charity,charita,charit,charitre,","চরিত্র, চারিটি, চারিটা, ছাড়িত, চরিত্রে, ",yes
মুগ্ধ,mugdh,মুগধ,mughadh,"mughadh,",,no
নির্মাতার,nirmatar,নিরাতার,nirata,"nirama,nirmata,nirdata,nirasta,nirala,niravta,nirvata,niraja,","নিরাময়, নির্মাতা, নির্দয়তা, নীরসতায়, নিরালা, নীরবতায়, নীরবতা, নীরজা, ",no
উদ্দেশে,uddesh,উদদেশে,udadesh,"uddesh,upadesh,","উদ্দেশে, উপদেশ, ",yes
প্রিয়,priya,পরিয়,pariya,"padiya,bariya,priya,puriya,fariya,paraiya,apriya,nariya,paria,parira,mariya,","পাড়িয়া, বাড়িয়া, প্রিয়, পুড়িয়া, ফাড়িয়া, পরাইয়া, অপ্রিয়, নাড়িয়া, পরিয়া, পরীরা, মরীয়া, ",yes
প্রভুর,prabhur,পরভুর,parabhur,"prabhur,parashur,","প্রভুর, পরশুর, ",yes
আশীর্বাদে,aashirvad,আশীরাদে,ashiradev,"ashiradev,",,no
দুর্ঘটনাস্থলে,durjetnasthle,দুরঘটনাস্থলে,durjetnasthle,"durjetnasthle,","দুর্ঘটনাস্থলে, ",yes
মুখ্যমন্ত্রী,mukhyamantri,মুেখমন্ত্রী,mukhmantri,"mukhmantri,",,no
বন্দ্যোপাধ্যায়ও,bandopadyayo,বনদ্যোপাধ্যায়ও,bandopadyayo,"bandopadyayo,","বন্দ্যোপাধ্যায়ও, ",yes
মেট্রোর,metro,মেতরোর,metro,"metro,","মেট্রো, ",no
কম্পনের,kampaner,কপনের,kapaner,"kananer,kapaser,kafaner,kapater,kataner,kanpaner,japaner,kamaner,kampaner,yapaner,","কাননের, কাপাসের, কাফনের, কপাটের, কাতানের, কাঁপনের, জাপানের, কামানের, কম্পনের, যাপনের, ",yes
ব্রিজে,brij,রিজে,rige,"rise,ride,rage,rice,roge,rege,","rise, রাইডে, রাগে, রাইস, রোগে, রেগেও, ",no
নির্বাচনে,nirvachane,নিরাচনে,nirachan,"nirvachan,","নির্বাচন, ",no
নির্বাচিত,nirvachit,নিরাচিত,nirachit,"nirvachit,","নির্বাচিত, ",yes
হাইকোর্ট,hicort,হাইকোরত,haikorat,"haikorat,",,no
ধর্মতলায়,dharmatla,ধরতলায়,dhartla,"dharla,chartla,","ধরলেও, চারতলা, ",no
রাস্তা,raasta,রাসটা,rasta,"rasta,","রাস্তায়, ",no
হিন্দু,hindu,হিনদু,hindu,"hindu,","হিন্দু, ",yes
মঞ্চের,mancher,মঞচের,madhcher,"madhcher,",,no
সদস্যরা,sadasyara,সদসারা,sadsara,"sadsara,",,no
উত্তরটা,uttarta,উতটরটা,utatarta,"uttarta,","উত্তরটা, ",yes
রিচার্ডসন,richardson,রিচারদসন,richaradasan,"richaradasan,",,no
ক্রিকেটতীর্থ,crickettirtha,করিকেটতীর্থ,karikettirtha,"karikettirtha,",,no
লর্ডসে,lordse,লরদসে,larads,"larads,",,no
স্পিরিট,spirit,সপিরিট,sapirit,"spirit,samirit,","স্পিরিট, সমীরিত, ",yes
ক্রিকেট,cricket,করিকেট,karicket,"karicket,",,no
কাউড্রে,cowdrey,কাউদরে,coudare,"coudare,",,no
বক্তৃতায়,baktruta,বকতৃতায়,bakatruta,"baktruta,","বক্তৃতায়, ",yes
ক্রিকেটারদের,cricketarder,করিকেটারদের,kariketarder,"kariketarder,",,no
পরিষ্কার,parishkar,পরিষকার,parishakar,"parishankar,parishkar,","প্যারিশংকর, পরিষ্কার, ",yes
ভদ্রলোকের,bhadraloker,ভডরলোকের,bhadraloker,"bhadraloker,","ভদ্রলোকের, ",yes
ক্রিকেটে,criket,করিকেটে,kariket,"kariket,",,no
টেম্পারিং,temparing,টেপারিং,teparing,"temparing,","টেম্পারিং, ",yes
শাস্তি,shasti,শাসতি,shasti,"shasti,","শাস্তি, ",yes
ব্যক্তিগত,vyaktigat,েবক্তিগত,baktigat,"baktigat,",,no
আক্রমণের,akramaner,আকরমণের,akarmaner,"aarmaner,akramaner,","আরমানের, আক্রমণের, ",yes
শাস্তিও,shastio,শাসতিও,shastio,"shastio,","শাস্তিও, ",yes
অঞ্চলটিতে,anchaltite,অঞচলটিতে,acchaltite,"anchaltite,","অঞ্চলটিতে, ",yes
যুক্তরাষ্ট্রসহ,yuktarashtrasah,যুকতরাষ্ট্রসহ,yuktarashtrasah,"yuktarashtrasah,","যুক্তরাষ্ট্রসহ, ",yes
আনন্দধারা,anandadhara,আননদধারা,ananddhara,"anandadhara,","আনন্দধারা, ",yes
প্রকৃত,prakrut,পরকৃত,parkrut,"prakrut,","প্রকৃত, ",yes
মার্কিন,markin,মারকিন,markin,"markin,","মার্কিন, ",yes
স্বকামী,swakami,সকামী,sakami,"sakam,nakami,sakali,swakami,","সকমে, ন্যাকামি, সকলি, স্বকামী, ",yes
লিঙ্গ,linga,লিংগ,ling,"ing,hing,king,fling,bing,linga,line,linu,linc,lying,lina,lig,ring,long,sing,","ইং, হিঙ, কিং, ফ্লাইং, বিং, লিঙ্গ, লাইন, লীনু, লিংক, lying, লীনা, লিগে, রিং, ঢঙ, সিএনজি, ",yes
উত্তেজনা,uttejna,উততেজনা,utatejna,"uttejna,","উত্তেজনা, ",yes
গ্রুপ,group,গরুপ,garup,"arup,garua,garu,garud,garun,","এরূপ, গেরুয়া, গরু, গরুড়, গড়ুন, ",no
চেয়ারম্যান,cheyarman,চেয়ারেমান,chyareman,"chyareman,",,no
মুস্তাক,mustak,মুসটাক,mustak,"mustak,","মুস্তাক, ",yes
দুষ্কৃতীরা,dushkruthira,দুষকৃতীরা,dushkruthira,"dushkruthira,","দুষ্কৃতীরা, ",yes
গ্রামে,gram,গরামে,garam,"garam,","গরম, ",no
সমর্থকদের,samarthakader,সমরটকদের,samartakder,"samartakder,",,no
জঙ্গি,jangi,জংগি,jangi,"jangi,","জঙ্গি, ",yes
ধ্বংস,dhvans,ধংস,dhans,"dhanus,dhand,dhas,dans,hans,shans,dhan,dhana,dhann,dhani,dhane,dhanu,dhvans,","ধানুস, ধন্দ, ধস্‌, ডান্স্‌, হংস, শাঁসে, ধান, ধনং, ধাঁন, ধনী, ধনে, ধনু, ধ্বংস, ",yes
ঠাট্টা,thatta,ঠাততা,thatta,"thatta,","ঠাট্টা, ",yes
হুল্লোড়,hullod,হুললোড়,hulalod,"hullod,","হুল্লোড়, ",yes
বঙ্গবন্ধু,bangabandhu,বংগবন্ধু,bangabandhu,"bangabandhu,","বঙ্গবন্ধু, ",yes
আন্তর্জাতিক,antarjatik,আনতর্জাতিক,antarjatik,"antarjatik,","আন্তর্জাতিক, ",yes
গোন্ডকাপ,gondecup,গোনদকাপ,gondcap,"goldcap,","গোল্ডকাপ, ",no
টুর্নামেন্ট,turnament,টুরনামেন্ট,turnament,"turnament,","টুর্নামেন্টে, ",no
উপলক্ষ্যে,upalakshye,উপলক্ক্যে,upalkkye,"upalkkye,",,no
বর্ণাঢ্য,barnatry,বরনাঢ্য,baranacay,"baranacay,",,no
র‌্যালী,rali,রে‌ালী,roli,"role,rali,roji,holi,rogi,rola,roti,roll,","role, র‌্যালি, রোজই, হোলি, রোগী, রোলা, রুটি, রোল, ",no
উপলক্ষে,upalakshe,উপলক্কে,upalkke,"upadkke,","উৎপাদককে, ",no
প্রশাসক,prashasak,পরশাসক,parashasak,"prashasak,","প্রশাসক, ",yes
প্রাঙ্গন,prangan,পরাঙ্গন,parangan,"prangan,","প্রাঙ্গন, ",yes
বিস্তারিত,bistarit,বিসটারিত,bistarit,"bistarit,","বিস্তারিত, ",yes
ক্ষুদ্র,khudra,খুদ্র,khudra,"khudra,","ক্ষুদ্র, ",yes
প্রান্তিক,prantic,পরান্তিক,parantic,"prantic,","প্রান্তিক, ",yes
দুর্ঘটনা,durjetna,দুরঘটনা,durjetna,"durjetna,","দুর্ঘটনা, ",yes
সীমান্তে,seemante,সীমানতে,simante,"simante,","সীমন্তে, ",no
ক্যাটরিনা,catrina,েকাটরিনা,katrina,"catrina,","ক্যাটরিনা, ",yes
স্যুট,soute,সাুট,saat,"saat,","সাত, ",no
প্রকল্পটি,prakalpty,পরকল্পটি,parkalpaty,"parkalpaty,",,no
বাস্তবায়নে,vastawayane,বাসতবায়নে,basatwayane,"basatwayane,",,no
অন্যান্য,anyanya,অেনান্য,ananya,"ananya,","অনন্যা, ",no
ধর্মের,dharmer,ধরের,dharer,"dharer,","ধারের, ",no
প্রবল,prabal,পরবল,parbal,"parbar,parkal,harbal,prabal,parbai,parbao,paral,","পারবার, পরকাল, হারবাল, প্রবল, পড়বই, পারবও, পরল, ",yes
বিদ্বেষ,vidwesh,বিদেষ,videsh,"videsh,","বিদেশ, ",no
রিপোর্ট,report,রিপোরত,reporat,"report,","রিপোর্ট, ",yes
তালিকাভুক্ত,taalikabhukta,তালিকাভুকত,taalikabhukat,"taalikabhukta,","তালিকাভুক্ত, ",yes
কোম্পানি,company,কোপানি,kopani,"kopani,",,no
কেমিক্যাল,chemical,কেমিেকাল,chemikal,"chemical,","কেমিক্যাল, ",yes
অস্বাভাবিক,aswabhavik,অসাভাবিক,asavavik,"aswavavik,","আস্বাভাবিক, ",no
মূল্য,muly,মূলা,mula,"mala,mulya,mul,mura,muly,mila,kula,mule,musa,muga,tula,mela,mular,","মালা, মুল্য, মূল, মুড়া, মূল্য, মিলায়ে, কুলায়, মূলে, মুসা, মুগার, তুলা, মেলায়, মুলার, ",yes
কোম্পানির,companies,কোপানির,kopanies,"kopanies,",,no
কর্তৃপক্ষ,kartrupaksh,করটৃপক্ষ,kartrupaksh,"kartrupaksh,","কর্তৃপক্ষ, ",yes
এক্সচেঞ্জকে,exchenjake,একসচেঞ্জকে,eksachenjake,"eksachenjake,",,no
স্বরাষ্ট্রমন্ত্রী,swarashtramantri,সরাষ্ট্রমন্ত্রী,sarashtramantri,"swarashtramantri,","স্বরাষ্ট্রমন্ত্রী, ",yes
আসাদুজ্জামান,asadujjaman,আসাদুজজামান,asadujajaman,"asadujjaman,","আসাদুজ্জামান, ",yes
সংস্কার,sanskar,সংসকার,sansakar,"sansaar,sanskar,","সংসার, সংস্কার, ",yes
আন্দোলনকারীদের,andolankarider,আনদোলনকারীদের,andolankarider,"andolankarider,","আন্দোলনকারীদের, ",yes
উপাচার্যের,upacharyer,উপাচারাের,upachara,"upachare,upachaar,upacharya,","উপচারে, উপচার, উপাচার্য, ",no
গ্রেফতার,greattar,গরেফতার,garefatar,"garefatar,",,no
সম্ভীরের,sambhirer,সবীরের,savirer,"samirer,aavirer,savarer,","সমীরের, আবীরের, সাভারের, ",no
চার্জশিট,chargeshit,চারজশিট,charjashit,"charjashit,",,no
ব্যর্থ,vyarth,বার্থ,barth,"parth,barta,bath,barti,barht,earth,bart,aarth,arth,","পার্থ, বারটা, বাথ, বরটির, বাড়ত, earth, ভার্ট, আর্থ, অর্থ, ",no
গোয়েন্দা,goenda,গোয়েনদা,goenda,"goenda,","গোয়েন্দা, ",yes
রিজার্ভ,rijerv,রিজারব,rijarav,"rijarv,","রিজার্ভ্, ",no
ব্যাঙ্কের,banker,বাাঙ্কের,banker,"banker,","ব্যাঙ্কের, ",yes
নির্দেশিকা,nirdeshika,নিরডেশিকা,nirdeshika,"nirdeshika,","নির্দেশিকা, ",yes
দোস্ত,dost,দোসত,dosat,"dost,dosar,dosad,","দোস্ত, দোসর, দোসাদ, ",yes
ডিভোর্স,divorce,ডিভোরস,divors,"divors,",,no
প্রেম,prem,পরেম,parem,"parei,partem,pares,paren,param,parer,pare,parlem,pareo,prem,","পরেই, পারতেম, পারেই, পরেন, পরম, পরের, পরে, পারলেম, পরেও, প্রেম, ",yes
ব্রেকাপের,brekaper,রেকাপের,rekaper,"rekaber,brekaper,","রেকাবের, ব্রেকাপের, ",yes
ব্যাপারটাও,bapartao,বাাপারটাও,bapartao,"bapartao,","ব্যাপারটাও, ",yes
পার্থক্য,parthakya,পারটক্য,partakya,"parthakya,","পার্থক্য, ",yes
শক্তি,shakti,শকতি,shakati,"shakati,","শাকটি, ",no
অবস্থা,avastha,অবসটা,absta,"basta,","বস্তা, ",no
সম্পর্কে,sampark,সপর্কে,sapark,"samark,bapark,sampark,satark,","সময়কে, ব্যাপারকে, সম্পর্কে, সতর্ক, ",yes
রাজস্থান,rajasthan,রাজসটান,rajstan,"rajstan,",,no
প্রদেশ,pradesh,পরদেশ,paradesh,"pradesh,saradesh,poradesh,","প্রদেশ, সারাদেশে, পোড়াদেশে, ",yes
উড়িষ্যা,orissa,উড়িেষা,orisha,"trisha,orissa,","তৃষা, উড়িষ্যা, ",yes
গাঙ্গেয়,gangeya,গাংগেয়,gangeya,"gangeya,","গাঙ্গেয়, ",yes
মধ্যাঞ্চল,madhyanchal,মেধাঞ্চল,medhanchal,"medhanchal,",,no
পূর্ব,poorv,পূর,pur,"pur,","পুর, ",no
বিস্তৃত,bistrut,বিসটৃত,bistrut,"bistrut,","বিস্তৃত, ",yes
বর্ধিতাংশ,vardhitansh,বরদিতাংশ,varaditansh,"varaditansh,",,no
বঙ্গোপসাগর,bangopsagar,বংগোপসাগর,bangopsagar,"bangopsagar,","বঙ্গোপসাগরে, ",no
সক্রিয়,sakriya,সকরিয়,sakariya,"sakarya,sakriya,","সৎকার্য, সক্রিয়, ",yes
বঙ্গোপসাগরে,bangopsagar,বংগোপসাগরে,bangopsagar,"bangopsagar,","বঙ্গোপসাগরে, ",no
অবস্থায়,avastha,অবসতায়,avasta,"avata,avastha,avastai,avastav,","আবটা, অবস্থায়, অবস্থাই, অবাস্তব, ",yes
পরবর্তী,paravarty,পরবরটী,paravarati,"paravarati,",,no
সৃষ্টি,srushti,সৃষতি,srishati,"srishati,",,no
প্রয়োজনীয়,prayojanian,পরয়োজনীয়,paryojanian,"prayojanian,","প্রয়োজনীয়, ",yes
সংগ্রহ,sangrah,সংগরহ,sangarah,"sangrah,","সংগ্রহ, ",yes
সংশ্লিষ্ট,sanshlisht,সংশলিষ্ট,sanshalisht,"sanshlisht,","সংশ্লিষ্ট, ",yes
প্রশাসন,prashasan,পরশাসন,parashasan,"prashasan,","প্রশাসন, ",yes
গ্রাসে,grase,গরাসে,garases,"garases,",,no
সল্টলেক,saltlek,সলতলেক,saltlek,"saltek,","সলতেকে, ",no
অর্থাৎ,artha,অরটাৎ,arta,"ajta,varta,art,atra,harta,arte,area,barta,aata,rata,marta,ara,tarta,arts,arya,karta,artha,atta,alta,aota,parta,amta,aita,arth,ata,","অজ্ঞতায়, বার্তা, আর্ট, অযাত্রা, হারটা, আড়তে, area, বারটা, আতা, রটায়, মর্ত, আরা, তারটা, আর্ট্স, আর্যা, কর্তা, অর্থাৎ, আটটায়, আল্‌তা, আওতায়, পারতেও, আম্‌তা, এইটা, অর্থ, আটা, ",yes
চক্রবর্তীর,chakravarty,চকরবর্তীর,chakarvarty,"chakravarty,","চক্রবর্তীর, ",yes
দুরন্ত,durant,দুরনত,durnat,"durgat,durnam,durant,","দুর্গত, দুর্নাম, দুরন্ত, ",yes
সন্ত্রস্ত,santrast,সনত্রস্ত,sanatrast,"santrast,","সন্ত্রস্ত, ",yes
গোপালগঞ্জ,gopalganj,গোপালগঞজ,gopalganaj,"gopalganj,","গোপালগঞ্জ, ",yes
কিশোরগঞ্জ,kishorganj,কিশোরগঞজ,kishorgarhj,"kishorgarhj,",,no
সিরাজগঞ্জ,sirajganj,সিরাজগঞজ,sirajganaj,"sirajganj,","সিরাজগঞ্জ, ",yes
কুষ্টিয়া,cushtia,কুষতিয়া,kushatia,"kushatia,",,no
নেত্রকোণা,netrakona,নেতরকোণা,netarkona,"netrakona,","নেত্রকোণা, ",yes
জগন্নাথপুর,jagannathpur,জগহ্নাথপুর,jagahnathpur,"jagannathpur,","জগন্নাথপুর, ",yes
কুড়িগ্রাম,kurigram,কুড়িগরাম,kurigram,"kurigram,","কুড়িগ্রাম, ",yes
গাইবান্ধা,gaibandha,গাইবানধা,gaivandha,"gaibandha,","গাইবান্ধা, ",yes
গ্রামের,gramer,গরামের,garamer,"garager,gramer,garmer,garader,baramer,aramer,","গ্যারেজের, গ্রামের, গরমের, গরাদের, ব্যারামের, আরামের, ",yes
বয়স্ক,baysk,বয়সক,baysak,"bayska,basak,baysk,barsak,","বয়স্কা, বসাক, বয়স্ক, বার্সাকে, ",yes
সুস্বাদু,suswadu,সুসাদু,susadu,"suswadu,","সুস্বাদু, ",yes
মাইক্রোবাস,microbas,মাইকরোবাস,mikerobas,"mikerobas,",,no
ধাক্কা,dhakka,ধাককা,dhakka,"dhakka,","ঢাক্কা, ",no
ঝক্কাস,jhaqas,ঝককাস,jharkas,"jharka,","ঝরকা, ",no
ৎবন্নিন্দাং,bannindang,ৎবহ্নিন্দাং,bahnindang,"bannindang,","ৎবন্নিন্দাং, ",yes
করিষ্যন্তি,karishyanti,করিেষন্তি,karishanti,"karishyanti,","করিষ্যন্তি, ",yes
প্রশান্ত,prasanta,পরশান্ত,parasanta,"prasanta,","প্রশান্ত, ",yes
প্রতিনিধিরা,pratinidhira,পরতিনিধিরা,paratinidhira,"pratinidhira,","প্রতিনিধিরা, ",yes
বিশ্ববিদ্যালয়ের,vishwavidyalyer,বিশবিদ্যালয়ের,vishavidyalyer,"vishwavidyalyer,","বিশ্ববিদ্যালয়ের, ",yes
অধ্যাপকসহ,adhyapaksah,অধাাপকসহ,adhapaksah,"adhyapaksah,","অধ্যাপকসহ, ",yes
বুদ্ধিজীবী,buddhijibi,বুদডিজীবী,buddijivi,"buddijivi,",,no
সাহিত্যিক,sahityik,সাহিেতিক,sahitik,"sahityik,sahiti,","সাহিত্যিক, সহিতই, ",yes
সংগীতশিল্পী,sangitashilpi,সংগীতশিলপী,sangitashilpi,"sangitashilpi,","সংগীতশিল্পী, ",yes
নাট্যশিল্পী,natyashilpi,নাটাশিল্পী,natashilpi,"natyashilpi,","নাট্যশিল্পী, ",yes
অশান্ত,ashanta,অশানত,ashanath,"ashapath,","আশাপথ, ",no
পরিস্থিতির,paristiter,পরিসতিতির,paristitir,"paristiter,","পরিস্থিতির, ",yes
পর্যটকদের,paryatakder,পেরটকদের,perotakder,"perotakder,",,no
কর্তৃব্য,karthruvya,করটৃব্য,karatruvya,"karatruvya,",,no
মেন্টালিস্টরা,mentalystora,মেনটালিস্টরা,mentalistora,"mentalystora,","মেন্টালিস্টরা, ",yes
সষ্টিশীল,sashtishil,সষতিশীল,sashatishil,"sashtishil,","সষ্টিশীল, ",yes
সিদ্দিক,siddik,সিদদিক,siddik,"siddik,","সিদ্দিক, ",yes
হেনস্থার,hensthar,হেনসতার,henstar,"hensta,hensthar,","হেনস্তা, হেনস্থার, ",yes
ছাত্রীরাই,chatrirai,ছাটরীরাই,chatrirai,"chatrirai,","ছাত্রীরাই, ",yes
লক্ষ্যেই,lakshyei,লক্ক্যেই,lakkyei,"lakkyei,",,no
পরিকল্পনা,parikalpana,পরিকলপনা,parikalpana,"parikalpana,","পরিকল্পনা, ",yes
তীব্র,tibra,তীর,teer,"teer,","তীর, ",no
তিরস্কার,tiraskar,তিরসকার,tiraskar,"tiraskar,","তিরস্কার, ",yes
ধিক্কার,dhikkar,ধিককার,dhikkar,"dhikkar,","ধিক্কার, ",yes
কঙ্গোর,congour,কংগোর,congor,"congour,","কঙ্গোর, ",yes
স্টিভ,steve,সতিভ,sative,"sattve,native,saive,satine,","সত্ত্বে, নেটিভ, সইবে, সতীনে, ",no
মন্ত্রী,mantri,মনত্রী,manatri,"mantri,","মন্ত্রী, ",yes
বার্তায়,varta,বারতায়,barta,"barta,","বারটা, ",no
হ্যারির,harry,েহারির,haari,"haari,","হারি, ",no
ধৈর্য্যের,dhairyyer,ধৈের্যের,dhairyer,"dhairyer,","ধৈর্যের, ",no
গ্যাস্ট্রিক,gastric,গাাস্ট্রিক,gustric,"gastric,","গ্যাস্ট্রিক, ",yes
ৰাজ্যৰ,rajya,ৰাজাৰ,raza,"raza,","রাজার, ",no
সাব্যস্ত,savyast,সাবাস্ত,sabast,"sabas,samast,","সাবাস, সমস্ত, ",no
ভিত্তিতেই,vittitei,ভিততিতেই,bhittitei,"bhittitei,",,no
উত্তরÑপূর্ব,uttarÑpoorv,উতটরÑপূর্ব,utatorÑpoorv,"utatorÑpoorv,",,no
অগ্রসর,agrsar,অগরসর,agarsar,"agrsar,","অগ্রসর, ",yes
সর্বশেষ,sarvashesh,সরশেষ,sarshesh,"sarshesh,",,no
জিনিসপত্র,jinispatra,জিনিসপটর,jinisptor,"jinisptor,",,no
সন্ন্যাসিনী,sannyasini,সহ্ন্যাসিনী,sahnyasini,"sannyasini,","সন্ন্যাসিনী, ",yes
উল্লেখ্য,ullekhya,উললেখ্য,ulalekhya,"ullekhya,","উল্লেখ্য, ",yes
প্রার্থী,praarthi,পরার্থী,pararthi,"padarthi,praarthi,","পদার্থই, প্রার্থী, ",yes
