correct word,transliterated correct word,misspelled word,transliterated misspelled word,transliterated candidate word from spellchecker,candidate word from spellchecker,found correct word or not
গ্লোবাল,global,গলোবাল,galobal," global, dalbal, manobal, galagal, galabar, "," গ্লোবাল, দলবল, মনোবল, গালাগাল, গলাবার, ",yes
উইমেন্স,wimence,উইমেনস,wimens," wimens, wimen, times, wimence, women, "," উইমেনস, উইমেন, টাইমস, উইমেন্স, women, ",yes
এ্যাওয়ার্ড,eaward,েএাওয়ার্ড,award," award, awards, dwar, anand, awar, "," award, অ্যাওয়ার্ডস, দ্বার, আনন্দ, আওয়ার, ",no
গ্রহণকালে,grahankale,গরহণকালে,garhankale," grahankale, marankale, "," গ্রহণকালে, মরণকালে, ",yes
স্বার্থে,swarth,সার্থে,sarth," arth, swarth, sart, haath, sarte, "," অর্থ, স্বার্থ, শর্ত, হাত, সারতে, ",no
অবশ্যই,avashyai,অবশাই,avashai," avashyai, avastha, avasthan, avasar, avasthar, "," অবশ্যই, অবস্থা, অবস্থান, অবসর, অবস্থার, ",yes
অভিন্ন,abhinn,অভিহ্ন,abhihn," abhinn, abhiman, chihn, abhiyan, abhihit, "," অভিন্ন, অভিমানে, চিহ্ন, অভিযান, অভিহিত, ",yes
সংস্কৃতি,sanskruti,সংসকৃতি,sanskruti," sanskruti, sanskrutir, sanskruthik, sanskrit, sanskrutio, "," সংস্কৃতি, সংস্কৃতির, সাংস্কৃতিক, সংস্কৃত, সংস্কৃতিও, ",yes
ঐতিহ্য,aitihya,ঐতিহা,aitiha," aitihya, itihas, artha, pitha, antia, "," ঐতিহ্য, ইতিহাস, অর্থাৎ, পিঠ, আঁটিয়া, ",yes
মূল্যবোধ,mulybodh,মূেলবোধ,mulbodh," mulybodh, subodh, durbodh, "," মূল্যবোধ, সুবোধ, দুর্বোধ, ",yes
একত্রে,ekatre,একতরে,ekatara," ekatara, ekata, ekamatra, ekatana, ekevara, "," একত্র, একতা, একমাত্র, একটানা, একেবারেই, ",no
প্রেসিডেন্ট,president,পরেসিডেন্ট,paresident," president, "," প্রেসিডেন্ট, ",yes
মুহুর্মূমুহু,muhurmumuhu,মুহুরূমুহু,muhurumuhu," muhurmuhu, muhurmumuhu, muhurarmuhu, mahurmuhu, "," মুহুর্মুহু, মুহুর্মূমুহু, মুহুরর্মুহু, মহুর‍্‍মুহু, ",yes
অনুষ্ঠানে,anusthan,অনুষটানে,anushatan," anushasan, anusaran, anushilan, anughatan, anudhavan, "," অনুশাসন, অনুসরণ, অনুশীলন, অনুঘটন, অনুধাবন, ",no
মর্যাদাপূর্ণ,maryadapurna,মেরাদাপূর্ণ,meradapurna," maryadapurna, "," মর্যাদাপূর্ণ, ",yes
সম্মাননা,sammanna,সমাননা,samanna," samanya, sammanna, samaran, asamanya, samaja, "," সামান্য, সম্মাননা, স্মরণ, অসামান্য, সমাজে, ",yes
গ্রহণ,grahan,গরহণ,garahan," grahan, garjan, varshan, darshan, grahak, "," গ্রহণ, গর্জন, বর্ষণ, দর্শন, গ্রাহক, ",yes
ইন্টারন্যাশনাল,internashnal,ইনটারন্যাশনাল,intaranashnal," intaranashnal, internashnal, intranyashnal, "," ইণ্টারন্যাশনাল, ইন্টারন্যাশনাল, ইন্টরন্যাশনল, ",yes
সেন্টারে,centre,সেনটারে,sentar," santar, sansar, sonar, devtar, sena, "," সাঁতার, সংসারে, সোনার, দেবতার, সেনা, ",no
অনুষ্ঠিত,anushtit,অনুষতিত,anukhtit," anushtit, anuchit, anukulit, anukrit, anukkti, "," অনুষ্ঠিত, অনুচিত, অনুকুলিত, অনুকৃত, অনুষক্তি, ",yes
সভাপতিত্ব,sabhapatitva,সভাপতিত,sabhapatit," sabhapati, sabhapatir, sabhapatio, sabhapandit, "," সভাপতি, সভাপতির, সভাপতিও, সভাপন্ডিত, ",no
সম্মেলনে,sammelne,সমেলনে,samelne," sammelne, sammelner, samale, samule, samalie, "," সম্মেলনে, সম্মেলনের, সামলে, সমূলে, সামলিয়ে, ",yes
বিশ্বের,vishwer,বিশের,visher," vishwer, visher, vivaher, vishay, kiser, "," বিশ্বের, বিষের, বিবাহের, বিষয়ে, কিসের, ",yes
নেতৃত্ব,netrutva,নেতৃত,netrut," neeru, netra, netre, netri, netrer, "," নীরু, নেত্র, নেত্রে, নেত্রী, নেত্রের, ",no
প্রকৌশল,prakaushal,পরকৌশল,parakaushal," prakaushal, prakaushali, purkaushal, kalakaushal, prakaushale, "," প্রকৌশল, প্রকৌশলী, পুরকৌশল, কলাকৌশল, প্রকৌশলে, ",yes
বিশ্ববিদ্যালয়,vishwavidyalaya,বিশবিদ্যালয়,vishavidyalaya," vishwavidyalaya, vishwavidyalay, vishwavidyalayk, naishavidyalaya, vishwavidyalayi, "," বিশ্ববিদ্যালয়, বিশ্ববিদ্যালয়ে, বিশ্ববিদ্যালয়কে, নৈশবিদ্যালয়, বিশ্ববিদ্যালয়ী, ",yes
অধ্যাপক,adhyapak,অধাাপক,adhapak," adhyapak, adhyapaka, adhyapan, dharak, adharpan, "," অধ্যাপক, অধ্যাপকআ, অধ্যাপন, ধারক, অধরপান, ",yes
প্রশ্নটা,prashnta,পরশ্নটা,parashnta," prashnta, prasanta, prashnti, prashntar, parashrita, "," প্রশ্নটা, প্রশান্ত, প্রশ্নটি, প্রশ্নটার, পরাশ্রিতা, ",yes
ভোক্তাকে,bhoktake,ভোকতাকে,bhokatake," bhoktake, ghoratake, bhutatake, bhavatake, chokratake, "," ভোক্তাকে, ঘোড়াটাকে, ভূতটাকে, ভাবটাকে, ছোকরাটাকে, ",yes
স্বাস্থ্য,swasthy,সাস্থ্য,saasthy," swasthy, saathe, aswasthy, saathi, sanstha, "," স্বাস্থ্য, সাথে, অস্বাস্থ্য, সাথী, সংস্থা, ",yes
এনার্জি,energy,এনারজি,anerji," anesi, paneroi, janeroi, raneroi, fanerai, "," এনেছি, পনেরোই, জনেরই, রঙেরই, ফ্যানেরাই, ",no
আল্ট্রাবায়োলেট,ultrabiolet,আলত্রাবায়োলেট,altrabiolet," ultrabiolet, "," আল্ট্রাবায়োলেট, ",yes
প্রভাবও,prabhavao,পরভাবও,parabhavao," prabhava, prabhavao, parabhavata, parabhavati, "," প্রভাব, প্রভাবও, পরাভবটা, পরাভবটি, ",yes
লক্ষণীয়,lakshanian,লক্কণীয়,lakkanian," lakshanian, ankanian, "," লক্ষণীয়, অঙ্কনীয়, ",no
লাস্টনিউজবিডি,lastneurobidi,লাসতনিউজবিডি,lastaniurobidi," lastneurobidi, "," লাস্টনিউজবিডি, ",yes
আগস্ট,august,আগসত,agsat," aghat, asat, agyat, agrsar, agst, "," আঘাত, আসত, অজ্ঞাত, অগ্রসর, আগস্টে, ",no
ডেস্ক,desc,ডেসক,desak," desh, deya, demak, deshke, esav, "," দেশ, দেয়, দেমাক, দেশকে, এসব, ",no
প্রধানমন্ত্রীর,pradhanmantri,পরধানমন্ত্রীর,paradhanmantri," pradhanmantri, pradhamantri, upapradhanmantri, "," প্রধাণমন্ত্রী, প্রধামন্ত্রীর, উপপ্রধানমন্ত্রী, ",no
কার্যালয়ে,caralay,কারাালয়ে,karaly," karal, karala, kamala, kaal, karali, "," করল, করলেও, কমলা, কাল, করালী, ",no
প্রকাশ,prakash,পরকাশ,parkash," prakash, akash, karkash, paksh, parash, "," প্রকাশ, আকাশ, কর্কশ, পক্ষ, পরশ, ",yes
প্রার্থীরাই,prarthirai,পরার্থীরাই,pararthirai," prarthirai, prarthira, prarthirao, "," প্রার্থীরাই, প্রার্থীরা, প্রার্থীরাও, ",yes
প্রসেনজিতের,prasenjiter,পরসেনজিতের,parasenjiter," prasenjiter, "," প্রসেনজিতের, ",yes
ইস্তফা,istpha,ইসটফা,istpha," istpha, isha, sopha, istkhar, istehar, "," ইস্তফা, ঈশা, সোফা, ইস্তখার, ইস্তেহার, ",yes
প্রত্যাশিতই,pratyashiti,পরত্যাশিতই,paratyashiti," apratyashith, pratyashiti, pratyashith, pratyashti, "," অপ্রত্যাশিত, প্রত্যাশিতই, প্রত্যাশিত, প্রত্যয়টি, ",yes
সেইজন্য,seijanya,সেইজনা,seijana," seijanya, seijanyai, eijanya, seijanye, sejanya, "," সেইজন্য, সেইজন্যই, এইজন্য, সেইজন্যে, সেজন্য, ",yes
পরিবর্তন,paribartan,পরিবরটন,pariwarton," paribartan, pariwareo, pariweston, pariwaro, pariwarti, "," পরিবর্তন, পরিবারেও, পরিবেষ্টন, পরিবারও, পরিবারটির, ",yes
মন্তব্য,mantavya,মনতব্য,manatavya," mantavya, mantavye, gantavya, daatavya, mahakavya, "," মন্তব্য, মন্তব্যে, গন্তব্য, দাতব্য, মহাকাব্য, ",yes
গ্যালাক্সি,galaxy,গাালাক্সি,galaxy," galaxy, gala, galaia, alay, galaxir, "," গ্যালাক্সি, গলা, গলাইয়া, আলয়ে, গ্যালাক্সির, ",yes
বৃদ্ধ্যা,vruddhya,বৃদড্যা,vrudadya," vruddha, vruddhya, vrudhsya, "," বৃদ্ধা, বৃদ্ধ্যা, বৃদ্ধস্য, ",yes
পূর্ণশতাবধি,poornashtabdhi,পূরনশতাবধি,puranshtabdhi, , ,no
শ্যামল,shyamal,েশামল,shamal," samay, shyamal, sakal, lamal, thamal, "," সময়, শ্যামল, সকাল, লাঙল, থামল, ",yes
জমিসংক্রান্ত,jamisakrant,জমিসংকরান্ত,jamisankarant," jamisakrant, jatisankrant, "," জমিসংক্রান্ত, জাতিসংক্রান্ত, ",yes
ব্যক্তিকে,vyaktike,বাক্তিকে,bactike," gactike, baptike, baitke, bhaktike, batite, "," গাছটিকে, বাপটিকে, বৈঠকে, ভক্তিকে, বাটিতে, ",no
গ্রেপ্তারে,graptar,গরেপ্তারে,garaptar," graptar, parapar, tarapar, garrtar, garttar, "," গ্রেপ্তার, পরপর, তারপর, গাঢ়তর, গর্তটার, ",no
ব্যবসায়,vyavsa,বাবসায়,bavasa," bavasa, sahasa, baas, vyavasa, aasa, "," ব্যাবসা, সহসা, বাস, ব্যবসা, আসা, ",no
বিরুদ্ধে,viruddhe,বিরুদদে,virudadev, , ,no
মাদকদ্রব্য,madkadravya,মাদকডরব্য,madkadravya," madkadravya, madkadravyer, "," মাদকদ্রব্য, মাদকদ্রব্যের, ",yes
নিয়ন্ত্রণ,niyantran,নিয়নত্রণ,niyanthran," niyantran, niyantrane, nimanthran, niyantrak, niyantrano, "," নিয়ন্ত্রণ, নিয়ন্ত্রণে, নিমণ্ত্রণ, নিয়ন্ত্রক, নিয়ন্ত্রণও, ",yes
সেক্স,sex,সেকস,secks," secle, deck, seki, stocks, sick, "," সেকেলে, ডেক, সেকি, স্টোকস, sick, ",no
ঈর্ষা,irsha,ঈরশা,irasha," irsha, asha, prashn, nirasha, rasta, "," ঈর্ষা, আশা, প্রশ্ন, নিরাশা, রাস্তায়, ",yes
মলদ্বার,maldwar,মলদার,maldar," madar, dadar, maar, aadar, malar, "," মাদার, দাদার, মার, আদর, মালার, ",no
পায়ুসংক্রান্ত,pyusakrant,পায়ুসংকরান্ত,pyusankarant," pyusakrant, "," পায়ুসংক্রান্ত, ",yes
ব্যবসায়কে,vyavasayke,েববসায়কে,babasayke," babsake, "," ব্যাবসাকে, ",no
আসক্তিতে,asktite,আসকতিতে,asktite," asktite, astite, atite, asthite, askti, "," আসক্তিতে, অস্তিতে, অতীতে, অস্থিতে, আসক্তির, ",yes
উদ্যোক্তাকে,udyoktake,উেদোক্তাকে,udoktake," udyoktake, bhoktake, udartake, "," উদ্যোক্তাকে, ভোক্তাকে, উদারতাকে, ",yes
সমস্যা,samasya,সমেসা,samesa," ramesh, sahasa, samasya, samasa, samaja, "," রমেশ, সহসা, সমস্যা, সমস্যায়, সমাজে, ",yes
অধ্যবসায়ের,adhyavsayer,অধাবসায়ের,adhavsayer," adhyavsayer, "," অধ্যবসায়ের, ",no
উদ্যোক্তা,udyokta,উদাোক্তা,udakta," dakia, rakta, udarta, dakta, udyokta, "," ডাকিয়া, রক্ত, উদারতা, ডাকটা, উদ্যোক্তা, ",yes
অনুপ্রেরনা,anuprerna,অনুপরেরনা,anuparerna," anuprerna, anuprerana, anuprernao, anuprenna, anupreran, "," অনুপ্রেরণা, অনুপ্রেরণায়, অনুপ্রেরণাও, অনুপ্রেণনা, অনুপ্রেরণ, ",no
প্রতিশ্রুতি,pratishruti,পরতিশ্রুতি,paratishruti," pratishruti, pratishrut, pratishrutio, "," প্রতিশ্রুতি, প্রতিশ্রুত, প্রতিশ্রুতিও, ",yes
উদ্যম,uddyam,উেদম,udam," udai, uddam, dam, udar, gudam, "," উদয়, উদ্দাম, দামে, উদার, গুদামে, ",no
দাতব্য,daatavya,দাতবা,daatwa," maatha, daata, paataa, paatra, dawa, "," মাথা, দাতা, পাতা, পাত্র, দাওয়া, ",no
প্রতিষ্ঠানের,pratisthaner,পরতিষ্ঠানের,paratisthaner," pratisthaner, paristhaner, pratisthanei, pratisthaneo, "," প্রতিষ্ঠানের, পরীস্থানের, প্রতিষ্ঠানেই, প্রতিষ্ঠানেও, ",yes
পাউন্ড,pounds,পাউনদ,pounad," pound, pounda, found, ponda, pounds, "," পাউণ্ড, পৌন্ডা, found, পাণ্ডা, পাউন্ড, ",yes
সংগ্রহের,sangrher,সংগরহের,sangarher," sansarer, sangrher, sangavner, sagarer, sangharsher, "," সংসারের, সংগ্রহের, সংগঠনের, সাগরের, সংঘর্ষের, ",yes
কৃতিত্বের,krititver,কৃতিতের,krititer," krititver, krititva, arijiter, krititve, kirtite, "," কৃতিত্বের, কৃতিত্ব, অরিজিতের, কৃতিত্বে, কীর্তিতে, ",yes
স্বীকৃতি,swikruti,সীকৃতি,sikruti," swikruti, vikruti, smruti, sukruti, vikrut, "," স্বীকৃতি, বিকৃতি, স্মৃতি, সুকৃতি, বিকৃত, ",yes
দেখিবামাত্র,dekhivamatra,দেখিবামাতর,dekhivamathar," dekhivamatra, dekhivamatrai, "," দেখিবামাত্র, দেখিবামাত্রই, ",yes
অন্যদিকে,anayadike,অনাদিকে,anadike," anadike, nadike, analine, nadite, anadrke, "," আনাড়িকে, নদীকে, অনলাইন, নদীতে, অনাদরকে, ",no
বান্দরবান,bandarban,বানদরবান,bandraban," bandarban, bandrabane, bandrata, "," বান্দরবান, বান্দরবানে, বাঁদরটা, ",yes
উন্নয়ন,unnayan,উহ্নয়ন,uhnayan," unnayan, shayan, nayan, anayan, unnayane, "," উন্নয়ন, শয়ন, নয়ন, আনয়ন, উন্নয়নে, ",yes
প্রতিষ্ঠান,pratishthan,পরতিষ্ঠান,paratisthan," pratisthan, pratishthan, pratistha, praptisthan, paristhan, "," প্রতিষ্ঠানে, প্রতিষ্ঠান, প্রতিষ্ঠা, প্রাপ্তিস্থান, পরীস্থান, ",yes
আব্দুল,abdul,আদুল,adul," abdul, badul, adal, abul, anul, "," আবদুল, বদল, আড়াল, আবুল, আঙুল, ",no
মোহাম্মদ,mohammad,মোহামদ,mohamad," mohammad, muhammad, mohama, ahamad, mahamud, "," মহম্মদ, মুহাম্মদ, মোহময়, আহমদ, মাহমুদ, ",no
মুক্তির,mukti,মুকতির,muktir," mukti, muktiar, mukher, muktar, motir, "," মুক্তি, মুক্তিয়ার, মুখের, মুক্তার, মোতির, ",no
ঘটনাস্থলেই,ghatnasthlei,ঘটনাসটলেই,ghatnastlei," ghatnasthlei, ghatnasthler, ghatnasthle, "," ঘটনাস্থলেই, ঘটনাস্থলের, ঘটনাস্থলে, ",yes
মৃত্যু,mrityu,মৃেতু,mritu," mrityu, mridu, mith, mrityur, mitu, "," মৃত্যু, মৃদু, মিথ্যা, মৃত্যুর, মিতু, ",yes
তারকেশ্বর,tarakeshwar,তারকেশর,tarakeshwar," tarakeshwar, darukeshwar, parameshwar, "," তারকেশ্বর, দারুকেশ্বর, পরমেশ্বর, ",yes
গ্রামীণ,gramin,গরামীণ,garamin," gramin, garam, paradin, garaen, saradin, "," গ্রামীণ, গরম, পরদিন, গড়েছেন, সারাদিন, ",yes
প্রাণ,pran,পরাণ,paran," pran, parav, paran, para, parat, "," প্রাণ, পরব, পরান, পারা, পরত, ",yes
বুদ্ধিমানের,buddhimaner,বুদডিমানের,buddimaner," buddhimaner, buddhimander, buddhimanera, "," বুদ্ধিমানের, বুদ্ধিমানদের, বুদ্ধিমানেরা, ",yes
প্রথমবার্তা,prathamavarta,পরথমবার্তা,paragamavarta, , ,no
প্রতিবেদক,pratibedak,পরতিবেদক,paratibedak," pratibedak, "," প্রতিবেদক, ",yes
আগস্টের,agster,আগসতের,agster," agster, aste, jagater, ager, answer, "," আগস্টের, আস্তে, জগতের, আগের, answer, ",yes
বৃষ্টিভেজা,vrushtiveja,বৃষতিভেজা,vrushativeja," vrushtiveja, "," বৃষ্টিভেজা, ",yes
বজ্রপাতের,bajrapater,বজরপাতের,bajrpater," bajrapater, bajater, barkater, "," বজ্রপাতের, বাজেটের, বরকতের, ",yes
সবেমাত্র,savematra,সবেমাতর,savematar," savematra, "," সবেমাত্র, ",yes
অবস্থাকে,avasthake,অবসটাকে,avastake," avasthake, avastuke, samastake, avasthanke, mastake, "," অবস্থাকে, অবস্তুকে, সমস্তকে, অবস্থানকে, মস্তকে, ",yes
পরিস্থিতি,paristhite,পরিসটিতি,paristiti," paristhite, paristiter, parichiti, parintite, parintii, "," পরিস্থিতি, পরিস্থিতির, পরিচিতি, পরিণতিতে, পরিণতিই, ",yes
সিঙ্গারের,singarer,সিংগারের,singarer," singarer, sansarer, sagarer, sindurer, sinater, "," সিঙ্গারের, সংসারের, সাগরের, সিন্দুরের, সিনেটের, ",yes
মার্কেটিং,markting,মারকেটিং,markating," markting, marketiny, marking, "," মার্কেটিং, মার্কেটিংয়ে, মার্কিং, ",yes
প্রোডাক্ট,product,পরোডাক্ট,paroduct," product, produce, products, "," প্রোডাক্ট, produce, products, ",yes
সিঙ্গার,singa,সিংগার,singar," sansar, sonar, singa, sanga, jingar, "," সংসারে, সোনার, সিঙ্গা, সঙ্গ, জিংগার, ",no
পণ্যের,panyer,পেণের,pener," paner, maner, opener, premer, praner, "," পানের, মানের, ওপেনের, প্রেমের, প্রাণের, ",no
নতুনত্ব,natuntva,নতুনত,natunat," natural, natuba, natuner, namuna, natun, "," natural, নতুবা, নতুনের, নমুনা, নতুন, ",no
ক্রেতারা,kretara,করেতারা,karetara," kretara, kartara, kartaar, kretarav, karebari, "," ক্রেতারা, কর্তারা, কর্তার, ক্রেতারাও, করেবাড়ি, ",yes
অ্যান্ড,and,অাান্ড,and," and, mand, dand, andh, bandh, "," অ্যান্ড, মন্দ, দণ্ড, অন্ধ, বন্ধ, ",yes
এপ্রিল,april,এপরিল,april," april, paril, aprile, aasil, paria, "," এপ্রিল, পারিল, এপ্রিলে, আসিল, পরিয়া, ",yes
নির্বাচন,nirvachan,নিরাচন,nirachan," nirvachan, nirvachane, nirvachano, nirvachak, nirasha, "," নির্বাচন, নির্বাচনে, নির্বাচনও, নির্বাচক, নিরাশা, ",yes
পরমব্রত,paramabrat,পরমরত,paramarat," paramarsh, paramabrat, karmarat, paraparai, parampra, "," পরামর্শ, পরমব্রত, কর্মরত, পরপরই, পরম্পরা, ",yes
চট্টোপাধ্যায়,chattopadya,চততোপাধ্যায়,chattopadhya," chattopadya, "," চট্টোপাধ্যায়, ",no
ক্রেডাই,creday,করেডাই,kareday," karedis, kayedar, kayeda, creday, kardam, "," করেছিস, কায়েদার, কায়েদা, ক্রেডাই, কর্দম, ",yes
প্রকল্প,prakalp,পরকল্প,parkalp," prakalp, parkal, sankalp, parkale, prakalpe, "," প্রকল্প, পরকাল, সংকল্প, পরকালে, প্রকল্পে, ",yes
সংগ্রামের,sangramer,সংগরামের,sangaramer," sangramer, sangadaner, sangalaver, sangarkder, "," সংগ্রামের, সঙ্গদানের, সঙ্গলাভের, সংগঠকদের, ",yes
প্রতিষ্ঠা,pratistha,পরতিষ্ঠা,paratistha," pratistha, pratisthan, pratishtha, parakastha, "," প্রতিষ্ঠা, প্রতিষ্ঠানে, প্রতিষ্ঠায়, পরাকাষ্ঠা, ",yes
বার্ষিকীতে,barshikite,বারশিকীতে,barshikite," barshikite, barshiki, "," বার্ষিকীতে, বার্ষিকী, ",yes
শুভেচ্ছা,shubhechha,শুভেছছা,shubhercha," shubhechha, shubhecha, "," শুভেচ্ছা, শুভেচ্ছায়, ",yes
ছাত্রশিবির,chhatrashibir,ছাটরশিবির,chatrshibir," chhatrashibir, "," ছাত্রশিবির, ",yes
মঙ্গলবার,mangalbar,মংগলবার,mangalavar," mangalbar, mangalwar, mangalkar, sangalaver, mandalakar, "," মঙ্গলবার, মঙ্গলবারে, মঙ্গলকর, সঙ্গলাভের, মন্ডলাকার, ",yes
সন্ধ্যায়,sandhya,সনধ্যায়,sanadhya," sandhya, sankhya, baadhya, samadha, avadhya, "," সন্ধ্যা, সংখ্যা, বাধ্য, সমাধা, অবাধ্য, ",no
কেন্দ্রীয়,centrian,কেনদ্রীয়,kendrian," centrian, kenian, kendrai, "," কেন্দ্রীয়, কেনীয়, কেঁদরাই, ",yes
প্রচার,prachar,পরচার,parchar," prachar, parichay, parihar, pachar, parchi, "," প্রচার, পরিচয়, পরিহার, পাচার, পারছি, ",yes
সম্পাদক,sampadak,সপাদক,sapadak," sampadak, saada, sampada, sapaduk, samadar, "," সম্পাদক, সাদা, সম্পদ, সপাদুক, সমাদর, ",yes
মোস্তাফিজুর,mostafizur,মোসটাফিজুর,mostafizur," mostafizur, mustafizur, "," মোস্তাফিজুর, মুস্তাফিজুর, ",yes
নেতৃত্বে,netrutve,নেতৃতে,netrute," netrutve, netrutver, netrutva, nivrute, netre, "," নেতৃত্বে, নেতৃত্বের, নেতৃত্ব, নিভৃতে, নেত্রে, ",yes
নেতৃবৃন্দ,netruvrund,নেতৃবৃনদ,netruvrunad," netruvrund, "," নেতৃবৃন্দ, ",yes
ক্রেস্ট,crest,করেস্ট,karest," karesh, karit, karesil, kast, karat, "," করেছ, করিত, করেছিল, কষ্ট, করত, ",no
উল্লাহ,ullah,উললাহ,ullah," ullah, ulla, ullas, allah, ullar, "," উল্লাহ, উল্লা, উল্লাস, আল্লাহ, উল্লার, ",yes
ওয়েবডেস্ক,wibbdesk,ওয়েবডেসক,webdesak, , ,no
সন্দেহের,sandeher,সনদেহের,sandeher," sandeher, sandeh, sandher, sandeep, sandeeper, "," সন্দেহের, সন্দেহ, সন্ধের, সন্দীপ, সন্দীপের, ",yes
গণপ্রহার,ganaprahar,গণপরহার,ganaparhar," ganaprahar, ganasanhar, "," গণপ্রহার, গণসংহার, ",yes
উত্তরোত্তর,uttarottar,উতটরোত্তর,utatrottar," uttarottar, patrottar, "," উত্তরোত্তর, পত্রোত্তর, ",yes
প্রতিসংবৎসরাদি,pratisanbasradi,পরতিসংবৎসরাদি,paratisanbasradi," pratisanbasradi, "," প্রতিসংবৎসরাদি, ",yes
স্যাদেকোদ্দিষ্টবিধানত,sadekoddishtabidhanat,েসাদেকোদ্দিষ্টবিধানত,sadekoddishtabidhanat," sadekoddishtabidhanat, "," স্যাদেকোদ্দিষ্টবিধানত, ",yes
এইসমস্ত,aismast,এইসমসট,aismast," aismast, aspast, seismast, bisrast, aisma, "," এইসমস্ত, অস্পষ্ট, সেইসমস্ত, বিস্রস্ত, এইসময়, ",yes
প্রিয়,priya,পরিয়,pariya," karia, paria, bariya, nariya, paraiya, "," করিয়া, পরিয়া, বাড়িয়া, নাড়িয়া, পরাইয়া, ",no
ছাত্র,chhatra,ছাতর,chhaatar," chhatra, chhata, chhanta, chharbar, chhaat, "," ছাত্র, ছটা, ছাঁটা, ছাড়বার, ছাত, ",yes
সমাজতন্ত্রবাদে,samajatantravad,সমাজতনত্রবাদে,samajatantrabad," samajatantravad, samajatantravadi, "," সমাজতন্ত্রবাদে, সমাজতন্ত্রবাদী, ",yes
বিশ্বাসী,vishwasi,বিশাসী,vishasi," vishwas, vishwasi, vishay, vishayi, visham, "," বিশ্বাস, বিশ্বাসী, বিষয়ে, বিষয়ী, বিষম, ",yes
সোসালিস্ট,sosalist,সোসালিসত,sosalisat," sosalist, soshalist, "," সোসালিস্ট, সোশালিস্ট, ",yes
ওয়ার্কার্স,workers,ওয়ারকার্স,warkars," sarkar, sarkari, sarkark, sarkare, workers, "," সরকার, সরকারি, সরকারকে, সরকারে, ওয়ার্কার্স, ",yes
সেক্রেটারি,secretary,সেকরেটারি,sekaretary," secretary, "," সেক্রেটারি, ",yes
কল্যাণীর,kalyani,কেলাণীর,kelani," keman, temani, kerani, kurani, selai, "," কেমন, তেমনি, কেরানি, কুড়ানি, সেলাই, ",no
স্থিতধী,sthitdhi,সতিতধী,satitdhi," atithi, sthitdhi, satishi, "," অতিথি, স্থিতধী, সতীশই, ",yes
ঘনিষ্ঠ,ghanishth,ঘনিষত,ghanishat," ghanishth, ghanishita, dhanishta, "," ঘনিষ্ঠ, ঘনিষ্ঠতাও, ধনিষ্টা, ",yes
ক্ষ্যাপাটে,kshyapat,খ্যাপাটে,khyapat," khyapat, khyapa, kshyapat, khaat, kapat, "," খ্যাপাটে, খ্যাপা, ক্ষ্যাপাটে, খাত, কপট, ",yes
ঘ্যানঘ্যান,ghayangyan,ঘাানঘ্যান,ghangyan," ghanghan, dhyangyan, hatgyan, ghanian, bhagyan, "," ঘনঘন, ধ্যানজ্ঞান, হতজ্ঞান, ঘানার, ভাগ্যং, ",no
রক্ষণশীল,rakshanshil,রক্কণশীল,rakkanshil," rakshanshil, "," রক্ষণশীল, ",yes
জন্মায়,janma,জনায়,jana," jana, jane, jaan, janma, jania, "," জানা, জানে, জান, জন্ম, জানিয়া, ",no
মনস্তাপে,manstap,মনসতাপে,manstap," manstap, manta, anutap, mantar, manuta, "," মনস্তাপ, মনটা, অনুতাপ, মন্তর, মানুষটা, ",no
কল্যাণী,kalyani,কলাাণী,kalani," kalai, kalank, jaani, kalpana, kalyani, "," কালই, কলঙ্ক, জানি, কল্পনা, কল্যাণী, ",yes
একমাত্র,ekamatra,একমাতর,ekamatar," ekamatra, kaatar, kamanar, ekamat, jamatar, "," একমাত্র, কাতর, কামনার, একমত, জামাতার, ",yes
চরিত্র,charitra,চরিতর,charitar," charitra, charita, charitrer, chartar, chariwar, "," চরিত্র, চারিটা, চরিত্রের, চারটার, চারিবার, ",yes
স্মরণ,samaran,সরণ,saran," saran, saral, saman, sara, maran, "," সারং, সরল, সামনে, সারা, মরণ, ",no
প্রবীণ,prabin,পরবীণ,parabin," paradin, prabin, paradine, karabi, parai, "," পরদিন, প্রবীণ, পরদিনে, করবী, পরই, ",yes
প্রিয়ার,prewar,পরিয়ার,pariar," karia, paria, pariwar, karibar, parihar, "," করিয়া, পরিয়া, পরিবার, করিবর, পরিহার, ",no
বিরক্ত,birakta,বিরকত,birkat," birat, birakta, bikat, barkat, birakti, "," বিরত, বিরক্ত, বিকট, বরকত, বিরক্তি, ",yes
আব্রাহাম,abraham,আরাহাম,araham," araam, pratham, grahan, pranam, graham, "," আরাম, প্রথমে, গ্রহণ, প্রণাম, গ্রাহাম, ",no
প্রতিক্রিয়া,pratikria,পরতিক্রিয়া,paratikria," pratikria, pratikriao, ratikria, "," প্রতিক্রিয়া, প্রতিক্রিয়ায়ও, রতিক্রিয়া, ",yes
প্রয়োজন,prayojan,পরয়োজন,paryojan," prayojan, prayojane, pryojan, prayojak, sanyojan, "," প্রয়োজন, প্রয়োজনে, প্রায়োজন, প্রযোজক, সংযোজন, ",yes
ধাননির্ভর,dhananirbhar,ধাননিরবর,dhannirvar, , ,no
স্বস্তিতে,swastite,সস্তিতে,sasthite," asthite, sahite, kashite, upsthite, sakhite, "," অস্থিতে, সহিতে, কাশিতে, উপস্থিতি, সখীতে, ",no
