correct word,transliterated correct word,misspelled word,transliterated misspelled word,transliterated candidate word from spellchecker,candidate word from spellchecker,found correct word or not
অভিন্ন,abhinn,অভিহ্ন,abhihn," abhinn, abhiman, chihn, abhiyan, abhihit, "," অভিন্ন, অভিমানে, চিহ্ন, অভিযান, অভিহিত, ",yes
সংস্কৃতি,sanskruti,সংসকৃতি,sanskruti," sanskruti, sanskrutir, sanskruthik, sanskrit, sanskrutio, "," সংস্কৃতি, সংস্কৃতির, সাংস্কৃতিক, সংস্কৃত, সংস্কৃতিও, ",yes
ঐতিহ্য,aitihya,ঐতিহা,aitiha," aitihya, itihas, artha, pitha, antia, "," ঐতিহ্য, ইতিহাস, অর্থাৎ, পিঠ, আঁটিয়া, ",yes
মূল্যবোধ,mulybodh,মূেলবোধ,mulbodh," mulybodh, subodh, durbodh, mulybodher, mulybodhwiii, "," মূল্যবোধ, সুবোধ, দুর্বোধ, মূল্যবোধের, মূল্যবোধiii, ",yes
একত্রে,ekatre,একতরে,ekatara," ekatara, ekata, ekamatra, ekatana, ekevara, "," একত্র, একতা, একমাত্র, একটানা, একেবারেই, ",no
প্রেসিডেন্ট,president,পরেসিডেন্ট,paresident," president, presidenter, parsider, presidency, presidenck, "," প্রেসিডেন্ট, প্রেসিডেন্টের, ফরাসিদের, প্রেসিডেন্সি, প্রেসিডেন্টকে, ",yes
মুহুর্মূমুহু,muhurmumuhu,মুহুরূমুহু,muhurumuhu," muhurmuhu, muhurmumuhu, muhurarmuhu, mahurmuhu, maharam, "," মুহুর্মুহু, মুহুর্মূমুহু, মুহুরর্মুহু, মহুর‍্‍মুহু, মহরম, ",yes
অনুষ্ঠানে,anusthan,অনুষটানে,anushatan," anushasan, anusaran, anushtit, anushilan, anughatan, "," অনুশাসন, অনুসরণ, অনুষ্ঠিত, অনুশীলন, অনুঘটন, ",no
মর্যাদাপূর্ণ,maryadapurna,মেরাদাপূর্ণ,meradapurna," maryadapurna, mritapraia, murtipuja, moradabadi, moradabad, "," মর্যাদাপূর্ণ, মৃতপ্রায়, মূর্তিপূজা, মোরাদাবাদি, মোরাদাবাদে, ",yes
সম্মাননা,sammanna,সমাননা,samanna," samanya, sammanna, samaran, asamanya, samaja, "," সামান্য, সম্মাননা, স্মরণ, অসামান্য, সমাজে, ",yes
গ্রহণ,grahan,গরহণ,garahan," grahan, garjan, varshan, darshan, grahak, "," গ্রহণ, গর্জন, বর্ষণ, দর্শন, গ্রাহক, ",yes
ইন্টারন্যাশনাল,internashnal,ইনটারন্যাশনাল,intaranashnal," intaranashnal, internashnal, intranyashnal, internashnaler, internashnalke, "," ইণ্টারন্যাশনাল, ইন্টারন্যাশনাল, ইন্টরন্যাশনল, ইন্টারন্যাশনালের, ইন্টারন্যাশনালকে, ",yes
সেন্টারে,centre,সেনটারে,sentar," santar, sansar, sonar, devtar, sena, "," সাঁতার, সংসারে, সোনার, দেবতার, সেনা, ",no
অনুষ্ঠিত,anushtit,অনুষতিত,anukhtit," anushtit, anuchit, ankit, anekata, anukulit, "," অনুষ্ঠিত, অনুচিত, অঙ্কিত, অনেকটা, অনুকুলিত, ",yes
সভাপতিত্ব,sabhapatitva,সভাপতিত,sabhapatit," sabhapati, sabhapatir, sabhapatio, sabhapatitve, sabhapatitva, "," সভাপতি, সভাপতির, সভাপতিও, সভাপতিত্বে, সভাপতিত্ব, ",yes
সম্মেলনে,sammelne,সমেলনে,samelne," sammelne, sammelner, samale, samule, samalie, "," সম্মেলনে, সম্মেলনের, সামলে, সমূলে, সামলিয়ে, ",yes
বিশ্বের,vishwer,বিশের,visher," vishwer, visher, vivaher, vishay, kiser, "," বিশ্বের, বিষের, বিবাহের, বিষয়ে, কিসের, ",yes
নেতৃত্ব,netrutva,নেতৃত,netrut," netrutve, netrutva, neeru, netre, netra, "," নেতৃত্বে, নেতৃত্ব, নীরু, নেত্রে, নেত্র, ",yes
প্রকৌশল,prakaushal,পরকৌশল,parakaushal," prakaushal, prakash, prakaushali, purkaushal, pariksha, "," প্রকৌশল, প্রকাশ, প্রকৌশলী, পুরকৌশল, পরীক্ষা, ",yes
বিশ্ববিদ্যালয়,vishwavidyalaya,বিশবিদ্যালয়,vishavidyalaya," vishwavidyalaya, vishwavidyalay, vishwavidyalyer, vishwavidyalayk, vishwavidyalaysah, "," বিশ্ববিদ্যালয়, বিশ্ববিদ্যালয়ে, বিশ্ববিদ্যালয়ের, বিশ্ববিদ্যালয়কে, বিশ্ববিদ্যালয়সহ, ",yes
অধ্যাপক,adhyapak,অধাাপক,adhapak," adhyapak, adhyapaka, adhyapakke, adhyapan, dharak, "," অধ্যাপক, অধ্যাপকআ, অধ্যাপককে, অধ্যাপন, ধারক, ",yes
প্রশ্নটা,prashnta,পরশ্নটা,parashnta," prashnta, prashn, prasanta, prashner, prashansa, "," প্রশ্নটা, প্রশ্ন, প্রশান্ত, প্রশ্নের, প্রশংসা, ",yes
ভোক্তাকে,bhoktake,ভোকতাকে,bhokatake," bhoktake, ghoratake, bhutatake, bhavatake, chokratake, "," ভোক্তাকে, ঘোড়াটাকে, ভূতটাকে, ভাবটাকে, ছোকরাটাকে, ",yes
স্বাস্থ্য,swasthy,সাস্থ্য,saasthy," swasthy, saathe, aswasthy, susth, saathi, "," স্বাস্থ্য, সাথে, অস্বাস্থ্য, সুস্থ, সাথী, ",yes
এনার্জি,energy,এনারজি,anerji," anesi, paneroi, janeroi, raneroi, maneroi, "," এনেছি, পনেরোই, জনেরই, রঙেরই, মনেরই, ",no
আল্ট্রাবায়োলেট,ultrabiolet,আলত্রাবায়োলেট,altrabiolet," ultrabiolet, alternatives, altrasnogram, alternative, altra, "," আল্ট্রাবায়োলেট, alternatives, আলট্রাসনোগ্রামেই, অলটারনেটিভ, আলট্রা, ",yes
প্রভাবও,prabhavao,পরভাবও,parabhavao," prabhava, prabhavao, parabhavata, prabhave, parabhavati, "," প্রভাব, প্রভাবও, পরাভবটা, প্রভাবে, পরাভবটি, ",yes
লক্ষণীয়,lakshanian,লক্কণীয়,lakkanian," lakshanian, ankanian, loknindar, loknindai, lokninda, "," লক্ষণীয়, অঙ্কনীয়, লোকনিন্দার, লোকনিন্দাই, লোকনিন্দা, ",no
লাস্টনিউজবিডি,lastneurobidi,লাসতনিউজবিডি,lastaniurobidi," lastneurobidi, listening, "," লাস্টনিউজবিডি, listening, ",yes
আগস্ট,august,আগসত,agsat," aghat, asat, agyat, agrsar, agst, "," আঘাত, আসত, অজ্ঞাত, অগ্রসর, আগস্টে, ",no
ডেস্ক,desc,ডেসক,desak," desh, deya, demak, deshke, esav, "," দেশ, দেয়, দেমাক, দেশকে, এসব, ",no
প্রধানমন্ত্রীর,pradhanmantri,পরধানমন্ত্রীর,paradhanmantri," pradhanmantri, pradhamantri, pradhanmantrike, upapradhanmantri, pradhan_mantri, "," প্রধাণমন্ত্রী, প্রধামন্ত্রীর, প্রধানমন্ত্রীকে, উপপ্রধানমন্ত্রী, প্রধাণ_মন্ত্রী, ",no
কার্যালয়ে,caralay,কারাালয়ে,karaly," karal, karala, kamala, kaal, karali, "," করল, করলেও, কমলা, কাল, করালী, ",no
প্রকাশ,prakash,পরকাশ,parkash," prakash, akash, karkash, paksh, parash, "," প্রকাশ, আকাশ, কর্কশ, পক্ষ, পরশ, ",yes
প্রার্থীরাই,prarthirai,পরার্থীরাই,pararthirai," prarthirai, prarthira, prarthana, prarthirao, prarthita, "," প্রার্থীরাই, প্রার্থীরা, প্রার্থনা, প্রার্থীরাও, প্রার্থিতা, ",yes
প্রসেনজিতের,prasenjiter,পরসেনজিতের,parasenjiter," prasenjiter, parsenter, present, prasenji, prasenjit, "," প্রসেনজিতের, পার্সেন্টের, প্রস্তুত, প্রসেনজিৎ, প্রসেনজিত্, ",yes
ইস্তফা,istpha,ইসটফা,istpha," istpha, isha, sopha, istkhar, istehar, "," ইস্তফা, ঈশা, সোফা, ইস্তখার, ইস্তেহার, ",yes
প্রত্যাশিতই,pratyashiti,পরত্যাশিতই,paratyashiti," apratyashith, pratyashiti, pratyashith, pratyasha, pratyashti, "," অপ্রত্যাশিত, প্রত্যাশিতই, প্রত্যাশিত, প্রত্যাশা, প্রত্যয়টি, ",yes
সেইজন্য,seijanya,সেইজনা,seijana," seijanya, seijanyai, eijanya, seijanye, sejanya, "," সেইজন্য, সেইজন্যই, এইজন্য, সেইজন্যে, সেজন্য, ",yes
পরিবর্তন,paribartan,পরিবরটন,pariwarton," paribartan, pariwareo, pariweston, pariwaro, pariwarti, "," পরিবর্তন, পরিবারেও, পরিবেষ্টন, পরিবারও, পরিবারটির, ",yes
মন্তব্য,mantavya,মনতব্য,manatavya," mantavya, mantavye, mahakavya, gantavya, daatavya, "," মন্তব্য, মন্তব্যে, মহাকাব্য, গন্তব্য, দাতব্য, ",yes
গ্যালাক্সি,galaxy,গাালাক্সি,galaxy," galaxy, gala, galaia, alay, galaxir, "," গ্যালাক্সি, গলা, গলাইয়া, আলয়ে, গ্যালাক্সির, ",yes
বৃদ্ধ্যা,vruddhya,বৃদড্যা,vrudadya," vruddha, vrudhsya, vruddhya, viruddhata, vrudhder, "," বৃদ্ধা, বৃদ্ধস্য, বৃদ্ধ্যা, বিরুদ্ধতা, বৃদ্ধদের, ",yes
পূর্ণশতাবধি,poornashtabdhi,পূরনশতাবধি,puranshtabdhi," poornashtabdhi, pranashakti, pranshikha, pranshala, pranshulabhya, "," পূর্ণশতাবধি, প্রাণশক্তি, প্রাণশিখা, প্রাণঢালা, প্রাংশুলভ্য, ",yes
শ্যামল,shyamal,েশামল,shamal," samay, shyamal, sakal, lamal, thamal, "," সময়, শ্যামল, সকাল, লাঙল, থামল, ",yes
জমিসংক্রান্ত,jamisakrant,জমিসংকরান্ত,jamisankarant," jamisakrant, jatisankrant, amisannyasi, "," জমিসংক্রান্ত, জাতিসংক্রান্ত, আমিসন্ন্যাসী, ",yes
ব্যক্তিকে,vyaktike,বাক্তিকে,bactike," gactike, baptike, baitke, bhaktike, batite, "," গাছটিকে, বাপটিকে, বৈঠকে, ভক্তিকে, বাটিতে, ",no
গ্রেপ্তারে,graptar,গরেপ্তারে,garaptar," graptar, parapar, tarapar, garrtar, graphtar, "," গ্রেপ্তার, পরপর, তারপর, গাঢ়তর, গ্রেফ্‌তার, ",no
ব্যবসায়,vyavsa,বাবসায়,bavasa," bavasa, sahasa, baas, vyavasa, aasa, "," ব্যাবসা, সহসা, বাস, ব্যবসা, আসা, ",no
বিরুদ্ধে,viruddhe,বিরুদদে,virudadev," viruddhata, vrudhder, virodhider, vruddhader, virodadbandv, "," বিরুদ্ধতা, বৃদ্ধদের, বিরোধীদের, বৃদ্ধাদের, বিরোধদ্বন্দ্ব, ",no
মাদকদ্রব্য,madkadravya,মাদকডরব্য,madkadravya," madkadravya, madkadravyake, madkadravyer, madak_dravya, madkadrabe, "," মাদকদ্রব্য, মাদকদ্রব্যকে, মাদকদ্রব্যের, মাদক_দ্রব্য, মাদকদ্রব্যে, ",yes
নিয়ন্ত্রণ,niyantran,নিয়নত্রণ,niyanthran," niyantran, niyantrane, nimanthran, nayantara, niyantraner, "," নিয়ন্ত্রণ, নিয়ন্ত্রণে, নিমণ্ত্রণ, নয়নতারা, নিয়ন্ত্রণের, ",yes
সেক্স,sex,সেকস,secks," secle, deck, seki, stocks, sick, "," সেকেলে, ডেক, সেকি, স্টোকস, sick, ",no
ঈর্ষা,irsha,ঈরশা,irasha," irsha, asha, prashn, nirasha, rasta, "," ঈর্ষা, আশা, প্রশ্ন, নিরাশা, রাস্তায়, ",yes
মলদ্বার,maldwar,মলদার,maldar," madar, dadar, maar, aadar, malar, "," মাদার, দাদার, মার, আদর, মালার, ",no
পায়ুসংক্রান্ত,pyusakrant,পায়ুসংকরান্ত,pyusankarant," pyusakrant, basankoson, basiang, basanake, passenger, "," পায়ুসংক্রান্ত, বাসনকোসন, বসিয়াছে, বাসনাকে, প্যাসেঞ্জার, ",yes
ব্যবসায়কে,vyavasayke,েববসায়কে,babasayke," babsake, babasakal, bhabasagar, bpsc, "," ব্যাবসাকে, বাবাসকল, ভবসাগর, bpsc, ",no
আসক্তিতে,asktite,আসকতিতে,asktite," asktite, astite, atite, asthite, askti, "," আসক্তিতে, অস্তিতে, অতীতে, অস্থিতে, আসক্তির, ",yes
উদ্যোক্তাকে,udyoktake,উেদোক্তাকে,udoktake," udyoktake, udyoktader, bhoktake, udartake, udyokta, "," উদ্যোক্তাকে, উদ্যোক্তাদের, ভোক্তাকে, উদারতাকে, উদ্যোক্তা, ",yes
সমস্যা,samasya,সমেসা,samesa," ramesh, sahasa, samasya, samasa, samaja, "," রমেশ, সহসা, সমস্যা, সমস্যায়, সমাজে, ",yes
অধ্যবসায়ের,adhyavsayer,অধাবসায়ের,adhavsayer," adhyavsayer, adhyavsay, adhyavsayke, adhyavsayi, adhivasider, "," অধ্যবসায়ের, অধ্যবসায়ে, অধ্যবসায়কে, অধ্যবসায়ী, অধিবাসীদের, ",no
উদ্যোক্তা,udyokta,উদাোক্তা,udakta," dakia, rakta, udarta, dakta, udyokta, "," ডাকিয়া, রক্ত, উদারতা, ডাকটা, উদ্যোক্তা, ",yes
অনুপ্রেরনা,anuprerna,অনুপরেরনা,anuparerna," anuprerna, annapurna, anuprerana, anuprenna, anuprernao, "," অনুপ্রেরণা, অন্নপূর্ণ, অনুপ্রেরণায়, অনুপ্রেণনা, অনুপ্রেরণাও, ",no
প্রতিশ্রুতি,pratishruti,পরতিশ্রুতি,paratishruti," pratishruti, pratishrut, pratishthit, pratishrutio, pratishthan, "," প্রতিশ্রুতি, প্রতিশ্রুত, প্রতিষ্ঠিত, প্রতিশ্রুতিও, প্রতিষ্ঠান, ",yes
উদ্যম,uddyam,উেদম,udam," udai, uddam, dam, udar, gudam, "," উদয়, উদ্দাম, দামে, উদার, গুদামে, ",no
দাতব্য,daatavya,দাতবা,daatwa," maatha, daata, paataa, paatra, dawa, "," মাথা, দাতা, পাতা, পাত্র, দাওয়া, ",no
প্রতিষ্ঠানের,pratisthaner,পরতিষ্ঠানের,paratisthaner," pratisthaner, paristhaner, pratisthanti, pratisthan, pratisthanei, "," প্রতিষ্ঠানের, পরীস্থানের, প্রতিষ্ঠানটি, প্রতিষ্ঠানে, প্রতিষ্ঠানেই, ",yes
পাউন্ড,pounds,পাউনদ,pounad," pound, pounda, found, pounds, ponda, "," পাউণ্ড, পৌন্ডা, found, পাউন্ড, পাণ্ডা, ",yes
সংগ্রহের,sangrher,সংগরহের,sangarher," sansarer, sangrher, sangavner, sangrah, sagarer, "," সংসারের, সংগ্রহের, সংগঠনের, সংগ্রহ, সাগরের, ",yes
কৃতিত্বের,krititver,কৃতিতের,krititer," krititver, krititva, krititve, arijiter, kirtite, "," কৃতিত্বের, কৃতিত্ব, কৃতিত্বে, অরিজিতের, কীর্তিতে, ",yes
স্বীকৃতি,swikruti,সীকৃতি,sikruti," swikruti, vikruti, smruti, sukruti, vikrut, "," স্বীকৃতি, বিকৃতি, স্মৃতি, সুকৃতি, বিকৃত, ",yes
দেখিবামাত্র,dekhivamatra,দেখিবামাতর,dekhivamathar," dekhivamatra, dekhivamatrai, dekhvamatra, dekhvamatrai, dekhevamatrai, "," দেখিবামাত্র, দেখিবামাত্রই, দেখবামাত্র, দেখবামাত্রই, দেখেবামাত্রই, ",yes
অন্যদিকে,anayadike,অনাদিকে,anadike," anadike, anayadike, nadike, analine, nadite, "," আনাড়িকে, অন্যদিকে, নদীকে, অনলাইন, নদীতে, ",yes
বান্দরবান,bandarban,বানদরবান,bandraban," bandarban, bandrabane, bandrata, bandhura, bandra, "," বান্দরবান, বান্দরবানে, বাঁদরটা, বন্ধুরা, বান্দ্রা, ",yes
উন্নয়ন,unnayan,উহ্নয়ন,uhnayan," unnayan, shayan, janaan, nayan, anayan, "," উন্নয়ন, শয়ন, জানান, নয়ন, আনয়ন, ",yes
প্রতিষ্ঠান,pratishthan,পরতিষ্ঠান,paratisthan," pratisthan, pratishthan, pratistha, pratisthaner, pratisthanti, "," প্রতিষ্ঠানে, প্রতিষ্ঠান, প্রতিষ্ঠা, প্রতিষ্ঠানের, প্রতিষ্ঠানটি, ",yes
আব্দুল,abdul,আদুল,adul," abdul, badul, adal, abul, anul, "," আবদুল, বদল, আড়াল, আবুল, আঙুল, ",no
মোহাম্মদ,mohammad,মোহামদ,mohamad," mohammad, muhammad, mohama, ahamad, mahamud, "," মহম্মদ, মুহাম্মদ, মোহময়, আহমদ, মাহমুদ, ",no
মুক্তির,mukti,মুকতির,muktir," mukti, muktiar, mukher, muktar, motir, "," মুক্তি, মুক্তিয়ার, মুখের, মুক্তার, মোতির, ",no
ঘটনাস্থলেই,ghatnasthlei,ঘটনাসটলেই,ghatnastlei," ghatnasthlei, ghatnasthler, ghatnasthle, ghatnasthal, ghatnasthanei, "," ঘটনাস্থলেই, ঘটনাস্থলের, ঘটনাস্থলে, ঘটনাস্থল, ঘটনাস্থানেই, ",yes
মৃত্যু,mrityu,মৃেতু,mritu," mrityu, mridu, mith, mrityur, mitu, "," মৃত্যু, মৃদু, মিথ্যা, মৃত্যুর, মিতু, ",yes
তারকেশ্বর,tarakeshwar,তারকেশর,tarakeshwar," tarakeshwar, darukeshwar, tarakeshwarer, parameshwar, tarakesh, "," তারকেশ্বর, দারুকেশ্বর, তারকেশ্বরের, পরমেশ্বর, তারকেশ, ",yes
গ্রামীণ,gramin,গরামীণ,garamin," gramin, garam, paradin, garaen, saradin, "," গ্রামীণ, গরম, পরদিন, গড়েছেন, সারাদিন, ",yes
প্রাণ,pran,পরাণ,paran," pran, parav, paran, para, parat, "," প্রাণ, পরব, পরান, পারা, পরত, ",yes
বুদ্ধিমানের,buddhimaner,বুদডিমানের,buddimaner," buddhimaner, buddhimander, buddhimanera, buddhiman, buddhamandir, "," বুদ্ধিমানের, বুদ্ধিমানদের, বুদ্ধিমানেরা, বুদ্ধিমান, বৌদ্ধমন্দির, ",yes
প্রথমবার্তা,prathamavarta,পরথমবার্তা,paragamavarta," parichampatra, pargamya, bairagyamevayoung, barkamta, prakamya, "," পরিচয়পত্র, পারগম্য, বৈরাগ্যমেবাভয়ং, বরকামতা, প্রাকাম্য, ",no
প্রতিবেদক,pratibedak,পরতিবেদক,paratibedak," pratibedak, pratibedne, pratibedaker, pratibha, pratibader, "," প্রতিবেদক, প্রতিবেদনে, প্রতিবেদকের, প্রতিভা, প্রতিবাদের, ",yes
আগস্টের,agster,আগসতের,agster," agster, aste, jagater, ager, answer, "," আগস্টের, আস্তে, জগতের, আগের, answer, ",yes
বৃষ্টিভেজা,vrushtiveja,বৃষতিভেজা,vrushativeja," vrushtiveja, vrushti, vrushtite, vrushtir, vrushtibjr, "," বৃষ্টিভেজা, বৃষ্টি, বৃষ্টিতে, বৃষ্টির, বৃষ্টিবজ্রে, ",yes
বজ্রপাতের,bajrapater,বজরপাতের,bajrpater," bajrapater, bajater, barkater, bajrapati, bajrapat, "," বজ্রপাতের, বাজেটের, বরকতের, বজ্রপাতই, বজ্রপাত, ",yes
সবেমাত্র,savematra,সবেমাতর,savematar," savematra, sevamadhurya, "," সবেমাত্র, সেবামাধুর্য, ",yes
অবস্থাকে,avasthake,অবসটাকে,avastake," avasthake, avastha, avastuke, samastake, avasthanke, "," অবস্থাকে, অবস্থা, অবস্তুকে, সমস্তকে, অবস্থানকে, ",yes
পরিস্থিতি,paristhite,পরিসটিতি,paristiti," paristhite, paristiter, parichiti, prastuti, paristhitite, "," পরিস্থিতি, পরিস্থিতির, পরিচিতি, প্রস্তুতি, পরিস্থিতিতে, ",yes
সিঙ্গারের,singarer,সিংগারের,singarer," singarer, sansarer, sagarer, sindurer, sinater, "," সিঙ্গারের, সংসারের, সাগরের, সিন্দুরের, সিনেটের, ",yes
মার্কেটিং,markting,মারকেটিং,markating," markting, marketiny, marking, morkati, markatmani, "," মার্কেটিং, মার্কেটিংয়ে, মার্কিং, মোড়কটি, মরকতমণির, ",yes
প্রোডাক্ট,product,পরোডাক্ট,paroduct," product, produce, products, productser, parityakt, "," প্রোডাক্ট, produce, products, প্রডাক্টসের, পরিত্যক্ত, ",yes
সিঙ্গার,singa,সিংগার,singar," sansar, sonar, singa, sanga, jingar, "," সংসারে, সোনার, সিঙ্গা, সঙ্গ, জিংগার, ",no
পণ্যের,panyer,পেণের,pener," paner, maner, opener, premer, praner, "," পানের, মানের, ওপেনের, প্রেমের, প্রাণের, ",no
নতুনত্ব,natuntva,নতুনত,natunat," nitanta, natural, natuntva, natuba, natuner, "," নিতান্ত, natural, নতুনত্ব, নতুবা, নতুনের, ",yes
ক্রেতারা,kretara,করেতারা,karetara," kretara, kartara, kartaar, kretarav, barevara, "," ক্রেতারা, কর্তারা, কর্তার, ক্রেতারাও, বারেবারেই, ",yes
অ্যান্ড,and,অাান্ড,and," and, mand, dand, andh, bandh, "," অ্যান্ড, মন্দ, দণ্ড, অন্ধ, বন্ধ, ",yes
এপ্রিল,april,এপরিল,april," april, paril, aprile, aasil, paria, "," এপ্রিল, পারিল, এপ্রিলে, আসিল, পরিয়া, ",yes
নির্বাচন,nirvachan,নিরাচন,nirachan," nirvachan, nirvachane, nirvachano, nirvachak, nirasha, "," নির্বাচন, নির্বাচনে, নির্বাচনও, নির্বাচক, নিরাশা, ",yes
পরমব্রত,paramabrat,পরমরত,paramarat," paramarsh, paramabrat, karmarat, paraparai, paramarshak, "," পরামর্শ, পরমব্রত, কর্মরত, পরপরই, পরামর্শক, ",yes
চট্টোপাধ্যায়,chattopadya,চততোপাধ্যায়,chattopadhya," chattopadya, chattpat, chattpty, chithipatra, chatpat, "," চট্টোপাধ্যায়, চটপট, চটপটি, চিঠিপত্র, চট্‌পট্‌, ",no
ক্রেডাই,creday,করেডাই,kareday," karat, karedis, kayedar, karta, kayeda, "," করত, করেছিস, কায়েদার, কর্তা, কায়েদা, ",no
প্রকল্প,prakalp,পরকল্প,parkalp," prakalp, parkal, sankalp, parkale, prakalpe, "," প্রকল্প, পরকাল, সংকল্প, পরকালে, প্রকল্পে, ",yes
সংগ্রামের,sangramer,সংগরামের,sangaramer," sangramer, sangram, sangrah, sangrher, sangarkder, "," সংগ্রামের, সংগ্রাম, সংগ্রহ, সংগ্রহের, সংগঠকদের, ",yes
প্রতিষ্ঠা,pratistha,পরতিষ্ঠা,paratistha," pratistha, pratisthan, pratishtha, pratisthaner, pratisthanti, "," প্রতিষ্ঠা, প্রতিষ্ঠানে, প্রতিষ্ঠায়, প্রতিষ্ঠানের, প্রতিষ্ঠানটি, ",yes
বার্ষিকীতে,barshikite,বারশিকীতে,barshikite," barshikite, barshiki, barshik, barshakale, barshake, "," বার্ষিকীতে, বার্ষিকী, বার্ষিক, বর্ষাকালে, বর্ষাকে, ",yes
শুভেচ্ছা,shubhechha,শুভেছছা,shubhercha," shubhechha, shubhecha, shubhraka, shubhrake, shubhrakesher, "," শুভেচ্ছা, শুভেচ্ছায়, শুভ্রকায়, শুভ্রকে, শুভ্রকেশের, ",yes
ছাত্রশিবির,chhatrashibir,ছাটরশিবির,chatrshibir," chhatrashibir, chitrashilpeer, chitrashir, chitrashilpirai, chitrashilpi, "," ছাত্রশিবির, চিত্রশিল্পীর, চিত্রশির, চিত্রশিল্পীরই, চিত্রশিল্পী, ",yes
মঙ্গলবার,mangalbar,মংগলবার,mangalavar," mangalbar, mangala, mangalwar, mangalkar, mandalagar, "," মঙ্গলবার, মঙ্গলা, মঙ্গলবারে, মঙ্গলকর, মন্দলাগার, ",yes
সন্ধ্যায়,sandhya,সনধ্যায়,sanadhya," sandhya, sankhya, baadhya, samadha, avadhya, "," সন্ধ্যা, সংখ্যা, বাধ্য, সমাধা, অবাধ্য, ",no
কেন্দ্রীয়,centrian,কেনদ্রীয়,kendrian," centrian, kenian, kendrai, kandra, kandirpad, "," কেন্দ্রীয়, কেনীয়, কেঁদরাই, কণ্ডরা, কান্দিরপাড়, ",yes
প্রচার,prachar,পরচার,parchar," prachar, parichay, parihar, pachar, parchi, "," প্রচার, পরিচয়, পরিহার, পাচার, পারছি, ",yes
সম্পাদক,sampadak,সপাদক,sapadak," sampadak, saada, sampada, sapaduk, samadar, "," সম্পাদক, সাদা, সম্পদ, সপাদুক, সমাদর, ",yes
মোস্তাফিজুর,mostafizur,মোসটাফিজুর,mostafizur," mostafizur, mustafizur, mustafiz, mostapha, mustaphar, "," মোস্তাফিজুর, মুস্তাফিজুর, মুস্তাফিজ, মোস্তফা, মুস্তাফার, ",yes
নেতৃত্বে,netrutve,নেতৃতে,netrute," netrutve, netrutver, netrutva, nivrute, netre, "," নেতৃত্বে, নেতৃত্বের, নেতৃত্ব, নিভৃতে, নেত্রে, ",yes
নেতৃবৃন্দ,netruvrund,নেতৃবৃনদ,netruvrunad," netruvrund, netarav, nidravihbal, nitrophuranthen, nidravesh, "," নেতৃবৃন্দ, নেতারাও, নিদ্রাবিহ্বল, নাইট্রোফুরানটয়েন, নিদ্রাবেশ, ",yes
ক্রেস্ট,crest,করেস্ট,karest," karesh, karit, karesil, kast, karat, "," করেছ, করিত, করেছিল, কষ্ট, করত, ",no
উল্লাহ,ullah,উললাহ,ullah," ullah, ulla, ullas, allah, ullar, "," উল্লাহ, উল্লা, উল্লাস, আল্লাহ, উল্লার, ",yes
ওয়েবডেস্ক,wibbdesk,ওয়েবডেসক,webdesak," wibbdesk, abdus, apadasth, upates, apadasandhya, "," ওয়েবডেস্ক, আবদুস, অপদস্থ, উৎপাতেই, আপদসন্ধ্যার, ",yes
সন্দেহের,sandeher,সনদেহের,sandeher," sandeher, sandeh, sandher, sandeep, sandeeper, "," সন্দেহের, সন্দেহ, সন্ধের, সন্দীপ, সন্দীপের, ",yes
গণপ্রহার,ganaprahar,গণপরহার,ganaparhar," ganaprahar, ganasanhar, gunaprachar, ganaparibahan, conoprakar, "," গণপ্রহার, গণসংহার, গুণপ্রচার, গণপরিবহন, কোনোপ্রকার, ",yes
উত্তরোত্তর,uttarottar,উতটরোত্তর,utatrottar," uttarottar, patrottar, atattar, atither, udhdhaar, "," উত্তরোত্তর, পত্রোত্তর, আটাত্তর, অতীতের, উদ্ধার, ",yes
প্রতিসংবৎসরাদি,pratisanbasradi,পরতিসংবৎসরাদি,paratisanbasradi," pratisanbasradi, pratisthanti, pratisanhaar, pratisthaner, pratistha, "," প্রতিসংবৎসরাদি, প্রতিষ্ঠানটি, প্রতিসংহার, প্রতিষ্ঠানের, প্রতিষ্ঠা, ",yes
স্যাদেকোদ্দিষ্টবিধানত,sadekoddishtabidhanat,েসাদেকোদ্দিষ্টবিধানত,sadekoddishtabidhanat," sadekoddishtabidhanat, sthgit, sadgati, sedicids, sidhakati, "," স্যাদেকোদ্দিষ্টবিধানত, স্থগিত, সদগতি, সেডিকিডস, সিঁধকাটি, ",yes
এইসমস্ত,aismast,এইসমসট,aismast," aismast, aspast, seismast, bisrast, aisma, "," এইসমস্ত, অস্পষ্ট, সেইসমস্ত, বিস্রস্ত, এইসময়, ",yes
প্রিয়,priya,পরিয়,pariya," karia, paria, bariya, nariya, paraiya, "," করিয়া, পরিয়া, বাড়িয়া, নাড়িয়া, পরাইয়া, ",no
ছাত্র,chhatra,ছাতর,chhaatar," chhatra, chhata, chhanta, chharbar, chhaat, "," ছাত্র, ছটা, ছাঁটা, ছাড়বার, ছাত, ",yes
সমাজতন্ত্রবাদে,samajatantravad,সমাজতনত্রবাদে,samajatantrabad," samajatantravad, samajatantravadi, samajatantrik, samajatantrer, samajatattva, "," সমাজতন্ত্রবাদে, সমাজতন্ত্রবাদী, সমাজতান্ত্রিক, সমাজতন্ত্রের, সমাজতত্ত্ব, ",yes
